textID,text,selected_text,sentiment
new_b6877e603b_0,"lol we are exit to send name frosties its a soft play centre it knackers them lol, then i get peacefulness for the gym lol","lol we are exit to send name frosties its a soft play centre it knackers them lol, then i get peacefulness for the gym lol",neutral
new_b6877e603b_1,lol we are blend in to place called frosties its a flaccid fun kernel it knacker them lol then i get peacefulness for the gym lol,lol we are blend in to place called frosties its a flaccid fun kernel it knacker them lol then i get peacefulness for the gym lol,neutral
new_b6877e603b_2," we lol are going to place called frosties its a soft play centre it knackers them lol, then i get peace for the gym lol","we lol are going to place called frosties its a soft play centre it knackers them lol, then i get peace for the gym lol",neutral
ec34058059,fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts,fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts,negative
new_ec34058059_0,fell on the pavement in john harvard square. dolt sett now my hand detriment,fell on the pavement in john harvard square. dolt sett now my hand detriment,negative
new_ec34058059_1,fall on the pavement in john harvard second power stunned cobblestones! now my hand pain,fall on the pavement in john harvard second power stunned cobblestones! now my hand pain,negative
new_ec34058059_2,fell on the pavement in john harvard square. dolt sett now my detriment hand,fell on the pavement in john harvard square. dolt sett now my detriment hand,negative
new_ec34058059_3,fall on the in pavement john harvard second power stunned cobblestones! now my hand pain,fall on the in pavement john harvard second power stunned cobblestones! now my hand pain,negative
6d25cf7750, aw honey... you just relaxin? That`s probably for the best.,aw honey.,positive
new_6d25cf7750_0,aw honey. .. you just relaxin Thats likely for the best.,aw honey.,positive
new_6d25cf7750_1,aw honey  you just relaxin? That`s in all probability for the trump,aw honey,positive
new_6d25cf7750_2, honey. aw.. you just relaxin? That`s probably for the best.,honey. aw,positive
new_6d25cf7750_3,honey. aw .. you just relaxin Thats likely for the best.,honey. aw,positive
new_6d25cf7750_4,honey aw  you just relaxin? That`s in all probability for the trump,honey aw,positive
ac06c2c60c," coooooooool, yes, CIWWAF are awesome.",awesome.,positive
new_ac06c2c60c_0,"coooooooool, yes CIWWAF are awful",awful,positive
new_ac06c2c60c_1,"coooooooool, yes CIWWAF are awesome.",awesome.,positive
new_ac06c2c60c_2,"coooooooool, yes, CIWWAF awesome. are",awesome.,positive
new_ac06c2c60c_3,"coooooooool, yes are CIWWAF awful",awful,positive
new_ac06c2c60c_4,"coooooooool, yes are CIWWAF awesome.",awesome.,positive
760c4e9790,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,negative
new_760c4e9790_0,either my inerne is **** or my heed is but i`m pretty sure that it`s the internet,either my inerne is **** or my heed is but i`m pretty sure that it`s the internet,negative
new_760c4e9790_1,either my inerne is  or my mind is but im pretty surely that it`s the net,either my inerne is  or my mind is but im pretty surely that it`s the net,negative
new_760c4e9790_2,either my inerne **** is or my mind is but i`m pretty sure that it`s the internet,either my inerne **** is or my mind is but i`m pretty sure that it`s the internet,negative
new_760c4e9790_3,either my inerne is **** or my heed is i`m but pretty sure that it`s the internet,either my inerne is **** or my heed is i`m but pretty sure that it`s the internet,negative
new_760c4e9790_4,either my inerne is or my mind is but im pretty that surely it`s the net,either my inerne is or my mind is but im pretty that surely it`s the net,negative
04de4a348d,"My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.","My dog is sick. I love that little doggie. He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.",neutral
new_04de4a348d_0,"My dog is sick. I know that little barker He`s usually so keen and happy, but he doesn`t level wishing to go for a run in the forest today.","My dog is sick. I know that little barker He`s usually so keen and happy, but he doesn`t level wishing to go for a run in the forest today.",neutral
new_04de4a348d_1,"My dog is sick. I love that doggie. little He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.","My dog is sick. I love that doggie. little He`s usually so keen and happy, but he doesn`t even want to go for a run in the forest today.",neutral
new_04de4a348d_2,"My dog is sick. I know that little barker He`s usually so keen and happy, but he doesn`t level wishing to go for a run in the today. forest","My dog is sick. I know that little barker He`s usually so keen and happy, but he doesn`t level wishing to go for a run in the today. forest",neutral
331b42de7d,_Mitchell i`ve never been to the opera before...don`t think that was me,i`ve never been to the opera before...don`t think that was me,neutral
new_331b42de7d_0,_Mitchell ive never been to the opera house beforedont think that was me,ive never been to the opera house beforedont think that was me,neutral
new_331b42de7d_1,william mitchell i`ve neer been to the opera house before...don`t think that was me,i`ve neer been to the opera house before...don`t think that was me,neutral
new_331b42de7d_2,i`ve never been to the opera before...don`t think that was me _Mitchell,i`ve never been to the opera before...don`t think that was me,neutral
new_331b42de7d_3,_Mitchell ive never been the to opera house beforedont think that was me,ive never been the to opera house beforedont think that was me,neutral
new_331b42de7d_4,william i`ve neer been to the opera house before...don`t think that was me mitchell,i`ve neer been to the opera house before...don`t think that was me,neutral
829cec3fa6,  I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,neutral
new_829cec3fa6_0,I was SUPPOSED to be coming...life take in the way lol give my ally a uncivilized clock time,I was SUPPOSED to be coming...life take in the way lol give my ally a uncivilized clock time,neutral
new_829cec3fa6_1,I was think to be cominglife get in the room lol pass my friends a wild meter,I was think to be cominglife get in the room lol pass my friends a wild meter,neutral
new_829cec3fa6_2,I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,I was SUPPOSED to be coming...life got in the way lol give my friends a wild time!!!,neutral
9055095298,ready for the weekend and sad that I have to be at the office again tomorrow morning,sad th,negative
new_9055095298_0,set for the weekend and sorry th at I have to be at the office again tomorrow morning,sorry th,negative
new_9055095298_1,ready for the weekend and deplorable th at I have to be at the office again tomorrow sunrise,deplorable th,negative
new_9055095298_2,ready for the weekend and th sadat I have to be at the office again tomorrow morning,th sad,negative
new_9055095298_3,set for the weekend and th sorry at I have to be at the office again tomorrow morning,th sorry,negative
new_9055095298_4,ready for the and weekend deplorable th at I have to be at the office again tomorrow sunrise,deplorable th,negative
6d7cbe3da9,  I`m @ work and missed everythin yesterday but don`t know wot? Anybody,d missed everythin,negative
new_6d7cbe3da9_0,I`m @ lick an d missed everythin yesterday but don`t know wot Anybody,d missed everythin,negative
new_6d7cbe3da9_1,I`m  work an d neglect everythin yesterday but don`t know wot? Anybody,d neglect everythin,negative
new_6d7cbe3da9_2,  I`m @ work and everythin missed yesterday but don`t know wot? Anybody,d everythin missed,negative
new_6d7cbe3da9_3,I`m @ lick an d everythin missed yesterday but don`t know wot Anybody,d everythin missed,negative
new_6d7cbe3da9_4,I`m  work an d everythin neglect yesterday but don`t know wot? Anybody,d everythin neglect,negative
70762d960b,is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it,is sad,negative
new_70762d960b_0,is sad that greg pritchard didnt form it through to the final of united kingdom got gift coz he soooo deserved it,is sad,negative
new_70762d960b_1,is sad that greg pritchard didnt make it through to the final of britains got talent he coz soooo deserved it,is sad,negative
new_70762d960b_2,is sad that greg pritchard didnt form it through to the final of united got kingdom gift coz he soooo deserved it,is sad,negative
f3d6df1119,is lets chat,is lets chat,neutral
new_f3d6df1119_0,is countenance chat,is countenance chat,neutral
new_f3d6df1119_1,is lets confabulate,is lets confabulate,neutral
adb4c24b51,"Control which tweets u post on Facebook by using a hashtag, check out this awesome easy app!  http://apps.facebook.com/selectivetwitter/",awesome,positive
new_adb4c24b51_0,keep in line which tweets u post on Facebook by victimisation a hashtag check out this amazing light app http://apps.facebook.com/selectivetwitter/,amazing,positive
new_adb4c24b51_1,"ascendency which tweets u station on Facebook by using a hashtag, confirmation out this awesome slowly app http://apps.facebook.com/selectivetwitter/",awesome,positive
new_adb4c24b51_2,"which Control tweets u post on Facebook by using a hashtag, check out this awesome easy app! http://apps.facebook.com/selectivetwitter/",awesome,positive
new_adb4c24b51_3,keep in line which tweets post u on Facebook by victimisation a hashtag check out this amazing light app http://apps.facebook.com/selectivetwitter/,amazing,positive
new_adb4c24b51_4,"ascendency which tweets u station Facebook on by using a hashtag, confirmation out this awesome slowly app http://apps.facebook.com/selectivetwitter/",awesome,positive
fa18a81293,Baby was not herself after recieving vaccines,Baby was not herself after recieving vaccines,neutral
new_fa18a81293_0,child was not herself after recieving vaccines,child was not herself after recieving vaccines,neutral
new_fa18a81293_1,Baby was not herself after recieving vaccinum,Baby was not herself after recieving vaccinum,neutral
new_fa18a81293_2,Baby was not herself recieving after vaccinum,Baby was not herself recieving after vaccinum,neutral
56a82e0dea,Heading home. Could really have done without banging my head on the way into the bus,banging,negative
new_56a82e0dea_0,Heading place Could rattling have behave without banging my head on the direction into the bus,banging,negative
new_56a82e0dea_1,Heading home. Could genuinely have do without eff my head on the way into the motorcoach,eff,negative
new_56a82e0dea_2,Heading home. Could really have without done banging my head on the way into the bus,banging,negative
new_56a82e0dea_3,Heading place rattling Could have behave without banging my head on the direction into the bus,banging,negative
new_56a82e0dea_4,Heading home. Could have genuinely do without eff my head on the way into the motorcoach,eff,negative
3428badfea,_distel Maybe u have natural ability for languages  I envy u on that !!,envy,negative
new_3428badfea_0,distel Maybe u have innate ability for languages I begrudge u on that !!,begrudge,negative
new_3428badfea_1,_distel maybe u have lifelike power for languages I invidia u on that ,invidia,negative
new_3428badfea_2,_distel Maybe u have natural ability for languages I envy on u that !!,envy,negative
new_3428badfea_3,distel Maybe u have innate ability for languages begrudge I u on that !!,begrudge,negative
new_3428badfea_4,_distel maybe u have lifelike power for languages invidia I u on that,invidia,negative
37f6d9dc72,The cats are gone. All 3 of them.,cats are gone.,negative
new_37f6d9dc72_0,The cats are travel All trinity of them,cats are travel,negative
new_37f6d9dc72_1,The cats are gone. All 3 of them,cats are gone.,negative
new_37f6d9dc72_2,cats are gone. The All 3 of them.,cats are gone.,negative
new_37f6d9dc72_3,The cats are travel trinity All of them,cats are travel,negative
new_37f6d9dc72_4,The cats gone. are All 3 of them,cats gone. are,negative
daac9b8406,You such a good friend <3 I miss you so much,You such a good friend <3 I miss you so much,neutral
new_daac9b8406_0,You such a secure booster ternary I lose you so much,You such a secure booster ternary I lose you so much,neutral
new_daac9b8406_1,You such a secure booster leash I young lady you so often,You such a secure booster leash I young lady you so often,neutral
new_daac9b8406_2,You such a secure booster ternary lose I you so much,You such a secure booster ternary lose I you so much,neutral
new_daac9b8406_3,You such a secure booster I leash young lady you so often,You such a secure booster I leash young lady you so often,neutral
c1b8ead73d,"My Boy is leaving for the Summer, Going to stay with the Grandparents.. I`m gonna miss him!!",I`m gonna miss him!!,negative
new_c1b8ead73d_0,"My male child is leave for the Summer, Going to stay with the Grandparents.. I`m gonna miss him",I`m gonna miss him,negative
new_c1b8ead73d_1,"My Boy is give for the Summer, conk out to stay with the grandparent Im gonna miss him!!",Im gonna miss him!!,negative
new_c1b8ead73d_2,"My Boy is leaving for the Summer, Going to stay with Grandparents.. the I`m gonna miss him!!",I`m gonna miss him!!,negative
new_c1b8ead73d_3,"My male child is leave for the Summer, Going to stay with the Grandparents.. gonna I`m miss him",gonna I`m miss him,negative
new_c1b8ead73d_4,"My Boy is give for the Summer, conk out to stay with the grandparent gonna Im miss him!!",gonna Im miss him!!,negative
123eb790dc,It looks as though I am sick little friends,sick,negative
new_123eb790dc_0,It looks as though I am sick little acquaintance,sick,negative
new_123eb790dc_1,It looks as though I am queasy little friend,queasy,negative
new_123eb790dc_2,It looks as though I am little sick friends,sick,negative
new_123eb790dc_3,It looks as though I am little sick acquaintance,sick,negative
new_123eb790dc_4,It looks as though I queasy am little friend,queasy,negative
630285dbc7, bored,bored,neutral
new_630285dbc7_0,tire,tire,neutral
new_630285dbc7_1,bored,bored,neutral
80ebe94248,Only just past 8am and already been spoiled rotton,spoiled,negative
new_80ebe94248_0,Only just past 8am and already been cross rotton,cross,negative
new_80ebe94248_1,Only just preceding 8am and already been spoiled rotton,spoiled,negative
new_80ebe94248_2,just Only past 8am and already been spoiled rotton,spoiled,negative
new_80ebe94248_3,just Only past 8am and already been cross rotton,cross,negative
new_80ebe94248_4,Only preceding just 8am and already been spoiled rotton,spoiled,negative
47b324d252, #wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzze,#wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzze,neutral
new_47b324d252_0,#wheniwerealad can you explain how that mould lol and no rude account pleeezzze,#wheniwerealad can you explain how that mould lol and no rude account pleeezzze,neutral
new_47b324d252_1,wheniwerealad can you explain how that solve lol and no primitive account pleeezzze,wheniwerealad can you explain how that solve lol and no primitive account pleeezzze,neutral
new_47b324d252_2,#wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzze,#wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzze,neutral
new_47b324d252_3,wheniwerealad can you explain how that solve lol and no primitive pleeezzze account,wheniwerealad can you explain how that solve lol and no primitive pleeezzze account,neutral
ad0dc9e617,"Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr. Anyone want to call mee?","Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr.",negative
new_ad0dc9e617_0,insomnia at its fine start to bed at 1130 amply awake at 2. Grrr Anyone wishing to call mee?,insomnia at its fine start to bed at 1130 amply awake at 2. Grrr,negative
new_ad0dc9e617_1,insomnia at its ok pass to bed at 1130 fully awaken at 2. Grrr. Anyone lack to call mee?,insomnia at its ok pass to bed at 1130 fully awaken at 2. Grrr.,negative
new_ad0dc9e617_2,"Insomnia at its finest. Go to bed at 11:30, fully awake 2. at Grrr. Anyone want to call mee?","Insomnia at its finest. Go to bed at 11:30, fully awake 2. at Grrr.",negative
new_ad0dc9e617_3,Anyone insomnia at its fine start to bed at 1130 amply awake at 2. Grrr wishing to call mee?,insomnia at its fine start to bed at 1130 amply awake at 2. Grrr,negative
new_ad0dc9e617_4,insomnia at its ok pass to bed at 1130 fully awaken at 2. Grrr. Anyone lack to mee? call,insomnia at its ok pass to bed at 1130 fully awaken at 2. Grrr.,negative
d4a0ea90dc,I read 'The Picture of Dorian Gray' by Oscar Wilde (on english). It`s not easy for me but I try to make out,It`s not easy for me but I try to make out,neutral
new_d4a0ea90dc_0,I read The Picture of dorian Gray' by Oscar oscar fingal oflahertie wills wilde (on english Its not easy for me but I try to take a crap out,Its not easy for me but I try to take a crap out,neutral
new_d4a0ea90dc_1,I read The Picture of Dorian Gray' by oscar oscar fingal oflahertie wills wilde on english language Its not loose for me but I try to make out,Its not loose for me but I try to make out,neutral
new_d4a0ea90dc_2,I read Picture 'The of Dorian Gray' by Oscar Wilde (on english). It`s not easy for me but I try to make out,It`s not easy for me but I try to make out,neutral
new_d4a0ea90dc_3,I read The Picture of dorian Gray' by Oscar oscar fingal oflahertie wills wilde (on Its not easy for me but I try to take a crap out english,Its not easy for me but I try to take a crap out,neutral
new_d4a0ea90dc_4,I read The Picture of Dorian Gray' oscar by oscar fingal oflahertie wills wilde on english language Its not loose for me but I try to make out,Its not loose for me but I try to make out,neutral
405f700027,I had the worst dream ever: the Lakers were losing 11 : ZIP  & Courney Cox had a mohawk wtf.,worst,negative
new_405f700027_0,I had the unsound dream of all time the Lakers were drop off 11  zip up & Courney Cox had a mohawk wtf,unsound,negative
new_405f700027_1,I had the worst dream ever: the Lakers were turn a loss xi : zippo  Courney Cox had a mohawk haircut wtf.,worst,negative
new_405f700027_2,I had the worst dream ever: the Lakers were losing 11 : ZIP & Cox Courney had a mohawk wtf.,worst,negative
new_405f700027_3,I had the unsound dream of all time the were Lakers drop off 11 zip up & Courney Cox had a mohawk wtf,unsound,negative
new_405f700027_4,I had the worst dream ever: the Lakers were turn a loss xi : zippo Courney Cox a had mohawk haircut wtf.,worst,negative
ea494dc3dd,"oooh battlestar galactica is on the other channel. it`s the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him","oooh battlestar galactica is on the other channel. it`s the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him",neutral
new_ea494dc3dd_0,oooh battlestar galactica is on the other channel. its the rebellion episode! valet i palpate so sad about what became of gaeta i liked him,oooh battlestar galactica is on the other channel. its the rebellion episode! valet i palpate so sad about what became of gaeta i liked him,neutral
new_ea494dc3dd_1,"oooh battlestar galactica is on the other channel. its the uprising episode! man, i feel so distressing about what became of gaeta. i wish him","oooh battlestar galactica is on the other channel. its the uprising episode! man, i feel so distressing about what became of gaeta. i wish him",neutral
new_ea494dc3dd_2,"oooh battlestar galactica is on the other channel. it`s the rebellion episode! man, i feel so sad about became what of gaeta. i liked him","oooh battlestar galactica is on the other channel. it`s the rebellion episode! man, i feel so sad about became what of gaeta. i liked him",neutral
new_ea494dc3dd_3,oooh battlestar galactica is on the other channel. its the rebellion episode! valet i palpate so sad about became what of gaeta i liked him,oooh battlestar galactica is on the other channel. its the rebellion episode! valet i palpate so sad about became what of gaeta i liked him,neutral
c4bb3dea6a, sorry - didnt mean to   hope you can think positivly about being 80 and looking back on 30!,sorry,negative
new_c4bb3dea6a_0,pitiful - didnt entail to desire you can cerebrate positivly about being  and expect endorse on 30!,pitiful,negative
new_c4bb3dea6a_1,sorry - didnt mean to hope you can guess positivly about being eighty and looking back on 30!,sorry,negative
new_c4bb3dea6a_2,sorry - didnt mean to hope can you think positivly about being 80 and looking back on 30!,sorry,negative
new_c4bb3dea6a_3,pitiful - didnt entail to desire you can cerebrate positivly being about and expect endorse on 30!,pitiful,negative
new_c4bb3dea6a_4,sorry - didnt mean to hope you can guess positivly about being eighty and back looking on 30!,sorry,negative
975a0fb746,I am chillin w/ my homies,chillin,positive
new_975a0fb746_0,I am chillin due west my homies,chillin,positive
new_975a0fb746_1,I am chillin atomic number  my homies,chillin,positive
new_975a0fb746_2,I am w/ chillin my homies,chillin,positive
new_975a0fb746_3,am I chillin due west my homies,chillin,positive
new_975a0fb746_4,I am chillin number atomic my homies,chillin,positive
1bdd6d727a," Dude you`re always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it`s rubbish","Dude you`re always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it`s rubbish",neutral
new_1bdd6d727a_0,fop youre ever going to midnight cover xD I wish I survive in a city. considerably I do (until tmrw but its applesauce,fop youre ever going to midnight cover xD I wish I survive in a city. considerably I do (until tmrw but its applesauce,neutral
new_1bdd6d727a_1,"Dude you`re always decease to midnight screenings! xD I wish I hold up in a city. Well, I do until tmrw!) but its trumpery","Dude you`re always decease to midnight screenings! xD I wish I hold up in a city. Well, I do until tmrw!) but its trumpery",neutral
new_1bdd6d727a_2," Dude always you`re going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it`s rubbish","Dude always you`re going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it`s rubbish",neutral
new_1bdd6d727a_3,"Dude you`re always decease to midnight screenings! xD I wish I hold up in a city. I Well, do until tmrw!) but its trumpery","Dude you`re always decease to midnight screenings! xD I wish I hold up in a city. I Well, do until tmrw!) but its trumpery",neutral
961e6af49c,"don`t think that went well, was only in there for 15 mins","don`t think that went well,",negative
new_961e6af49c_0,don`t suppose that die swell was only in there for  mins,don`t suppose that die swell,negative
new_961e6af49c_1,dont cerebrate that went fountainhead was only in there for xv minute,dont cerebrate that went fountainhead,negative
new_961e6af49c_2,"was don`t think that went well, only in there for 15 mins","don`t think that went well,",negative
new_961e6af49c_3,suppose don`t that die swell was only in there for  mins,suppose don`t that die swell,negative
new_961e6af49c_4,dont cerebrate that went fountainhead was only in there for minute xv,dont cerebrate that went fountainhead,negative
c6ab65bfbc,i really want a blackberry  my sidekick is hella wack. night,sidekick,negative
new_c6ab65bfbc_0,i rattling want a blackberry bush my sidekick is hella wack. night,sidekick,negative
new_c6ab65bfbc_1,i actually want a blackberry bush my buddy is hella wack. nighttime,buddy,negative
new_c6ab65bfbc_2,i really want a blackberry my is sidekick hella wack. night,sidekick,negative
new_c6ab65bfbc_3,i rattling want a blackberry bush my is sidekick hella wack. night,sidekick,negative
new_c6ab65bfbc_4,i actually want a blackberry bush my buddy hella is wack. nighttime,buddy,negative
478c432e8b, I`m glad you liked it   Want more?,glad,positive
new_478c432e8b_0,Im happy you care it require more?,happy,positive
new_478c432e8b_1,Im glad you wish it Want more,glad,positive
new_478c432e8b_2,I`m you glad liked it Want more?,glad,positive
new_478c432e8b_3,Im happy you care require it more?,happy,positive
new_478c432e8b_4,Im glad you it wish Want more,glad,positive
714bb81d52, sorry i couldn`t fit hal`s name,sorry,negative
new_714bb81d52_0,sorry i couldnt paroxysm hals appoint,sorry,negative
new_714bb81d52_1,sorry i couldn`t fit hal`s nominate,sorry,negative
new_714bb81d52_2,i sorry couldn`t fit hal`s name,sorry,negative
new_714bb81d52_3,sorry i couldnt hals paroxysm appoint,sorry,negative
new_714bb81d52_4,sorry i couldn`t fit nominate hal`s,sorry,negative
3b8dcdd40a,just watched that  new T-mobile advert on Youtube.. i love it  'hey jude!!!!!!',love,positive
new_3b8dcdd40a_0,just see that new T-mobile refer on Youtube.. i have a go at it it 'hey st jude,have a go at it,positive
new_3b8dcdd40a_1,just watched that newfangled T-mobile advert on Youtube.. i love it hey saint jude,love,positive
new_3b8dcdd40a_2,just watched that T-mobile new advert on Youtube.. i love it 'hey jude!!!!!!',love,positive
new_3b8dcdd40a_3,just see that new T-mobile refer on Youtube.. i have a at go it it 'hey st jude,have a at go it,positive
new_3b8dcdd40a_4,just watched that newfangled T-mobile advert Youtube.. on i love it hey saint jude,love,positive
1ba776466c, how long did it take you to learn the song,how long did it take you to learn the song,neutral
new_1ba776466c_0,how hanker did it take you to pick up the birdcall,how hanker did it take you to pick up the birdcall,neutral
new_1ba776466c_1,how yearn did it take you to get wind the song,how yearn did it take you to get wind the song,neutral
new_1ba776466c_2,how long did it take you to learn the song,how long did it take you to learn the song,neutral
new_1ba776466c_3,how hanker did it take you to pick up birdcall the,how hanker did it take you to pick up birdcall the,neutral
b58382ccbe, man that sucks.,man that sucks.,negative
new_b58382ccbe_0,man that soak up,man that soak up,negative
new_b58382ccbe_1,serviceman that absorb,serviceman that absorb,negative
new_b58382ccbe_2,man that sucks.,man that sucks.,negative
a60c8c62cf,Morning world. Hello Bank Holiday! Cold and grey and rainy here. Feel like colouring thanks to  so might do that this am,thanks,positive
new_a60c8c62cf_0,cockcrow world. Hello Bank Holiday! Cold and white haired and showery here. smell similar colouring thank to so mightiness do that this am,thank,positive
new_a60c8c62cf_1,Morning world. Hello money box Holiday! Cold and grey and rainy here Feel like food colouring give thanks to so might do that this am,give thanks,positive
new_a60c8c62cf_2,Morning world. Hello Bank Holiday! Cold and grey and rainy here. Feel like colouring thanks to might so do that this am,thanks,positive
new_a60c8c62cf_3,world. cockcrow Hello Bank Holiday! Cold and white haired and showery here. smell similar colouring thank to so mightiness do that this am,thank,positive
new_a60c8c62cf_4,Morning world. Hello money box Holiday! Cold and grey and rainy here Feel like food colouring give thanks to so do might that this am,give thanks,positive
d769ea5758,"just got back from the pool, need to ice the knee","just got back from the pool, need to ice the knee",neutral
new_d769ea5758_0,"just aim backrest from the pool, need to ice the stifle","just aim backrest from the pool, need to ice the stifle",neutral
new_d769ea5758_1,"just got bet on from the pool, pauperism to ice the knee","just got bet on from the pool, pauperism to ice the knee",neutral
new_d769ea5758_2,"just got back from the pool, to need ice the knee","just got back from the pool, to need ice the knee",neutral
d03c2ba9cd,Mel? Where Are You You Shud Be Here At My House,Mel? Where Are You You Shud Be Here At My House,neutral
new_d03c2ba9cd_0,Mel? Where Are You You Shud Be Here At My menage,Mel? Where Are You You Shud Be Here At My menage,neutral
new_d03c2ba9cd_1,Where Mel? Are You You Shud Be Here At My House,Where Mel? Are You You Shud Be Here At My House,neutral
new_d03c2ba9cd_2,Where Mel? Are You You Shud Be Here At My menage,Where Mel? Are You You Shud Be Here At My menage,neutral
65ec4f3b32," lol ik they are, but i figure i`ve kept it for a year+ without needing virus software or to get it fixed  sigh","lol ik they are, but i figure i`ve kept it for a year+ without needing virus software or to get it fixed  sigh",neutral
new_65ec4f3b32_0,lol ik they are but i reckon i`ve kept it for a year+ without ask computer virus software or to vex it set up sigh,lol ik they are but i reckon i`ve kept it for a year+ without ask computer virus software or to vex it set up sigh,neutral
new_65ec4f3b32_1,"lol ik they are, but i figure i`ve kept it for a year+ without needing virus software or to vex it desexualise suspiration","lol ik they are, but i figure i`ve kept it for a year+ without needing virus software or to vex it desexualise suspiration",neutral
new_65ec4f3b32_2," lol ik they are, but i figure i`ve kept it for a year+ without needing virus or software to get it fixed sigh","lol ik they are, but i figure i`ve kept it for a year+ without needing virus or software to get it fixed sigh",neutral
new_65ec4f3b32_3,lol ik they are but i reckon i`ve kept it for a year+ without ask computer virus software or to vex it up set sigh,lol ik they are but i reckon i`ve kept it for a year+ without ask computer virus software or to vex it up set sigh,neutral
new_65ec4f3b32_4,"lol ik they are, but i figure i`ve kept it for a without year+ needing virus software or to vex it desexualise suspiration","lol ik they are, but i figure i`ve kept it for a without year+ needing virus software or to vex it desexualise suspiration",neutral
b92487d5b9,I am soo happy! Thank you baby for the best 1095 days of my life,I am soo happy!,positive
new_b92487d5b9_0,I am soo happy Thank you coddle for the best 1095 days of my sprightliness,I am soo happy,positive
new_b92487d5b9_1,I am soo happy! thank you baby for the best 1095 days of my life,I am soo happy!,positive
new_b92487d5b9_2,I am soo happy! Thank you baby for the best days 1095 of my life,I am soo happy!,positive
new_b92487d5b9_3,I am soo happy Thank you coddle for best the 1095 days of my sprightliness,I am soo happy,positive
new_b92487d5b9_4,I soo am happy! thank you baby for the best 1095 days of my life,I soo am happy!,positive
10f09b98c7, LOL. About to leave.,LOL. About to leave.,neutral
new_10f09b98c7_0,LOL About to leave.,LOL About to leave.,neutral
new_10f09b98c7_1,LOL About to go away,LOL About to go away,neutral
new_10f09b98c7_2, LOL. About leave. to,LOL. About leave. to,neutral
new_10f09b98c7_3,LOL to About leave.,LOL to About leave.,neutral
new_10f09b98c7_4,LOL About go to away,LOL About go to away,neutral
c6d0332935," aww , its ok,we ended up getting in later than expected and didnt go...I would of called you if we were able to, ...C U N Austin,","aww , its ok,we ended up getting in later than expected and didnt go...I would of called you if we were able to, ...C U N Austin,",neutral
new_c6d0332935_0,"aww , its okwe ended up have in later than look and didnt go...I would of send for you if we were able to ...C U due north Austin,","aww , its okwe ended up have in later than look and didnt go...I would of send for you if we were able to ...C U due north Austin,",neutral
new_c6d0332935_1,"aww , its ok,we ended up getting in later than expected and didnt go...I would of called you if we were able to, ...C U N Austin,","aww , its ok,we ended up getting in later than expected and didnt go...I would of called you if we were able to, ...C U N Austin,",neutral
new_c6d0332935_2,"aww , its okwe ended up have in later than look and didnt would go...I of send for you if we were able to ...C U due north Austin,","aww , its okwe ended up have in later than look and didnt would go...I of send for you if we were able to ...C U due north Austin,",neutral
cf9cdcdf32, well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt again.,well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt agai,neutral
new_cf9cdcdf32_0,well that does take me spirit sound about staying up even later to watch over the daily show. put down on the guilt agai n,well that does take me spirit sound about staying up even later to watch over the daily show. put down on the guilt agai,neutral
new_cf9cdcdf32_1, well that does make me feel better about staying up even later to watch the show. daily lay on the guilt again.,well that does make me feel better about staying up even later to watch the show. daily lay on the guilt agai,neutral
new_cf9cdcdf32_2,n well that does take me spirit sound about staying up even later to watch over the daily show. put down on the guilt agai,well that does take me spirit sound about staying up even later to watch over the daily show. put down on the guilt agai,neutral
e79c31c31c, Not a problem at all sis - respect due,Not a problem,positive
new_e79c31c31c_0,Not a problem at all sis - respect referable,Not a problem,positive
new_e79c31c31c_1,Not a trouble at all sis - respect ascribable,Not a trouble,positive
new_e79c31c31c_2,Not a problem at sis all - respect due,Not a problem,positive
new_e79c31c31c_3,a Not problem at all sis - respect referable,a Not problem,positive
new_e79c31c31c_4,Not a trouble at all - sis respect ascribable,Not a trouble,positive
