textID,sentiment,author,text,old_text,aux_id,new_sentiment,selected_text
1962413434,hate,ofbondstreet,Tummy hurts  oh noes,Tummy hurts  oh noes,41282b63ea,negative,Tummy hurts
1962413568,worry,Tinker_Ramone, **** IT! I want to see that movie sooo bad.  Don`t tell me anything. hehe.,@jennytornado DAMN IT! I want to see that movie sooo bad.  Don't tell me anything. hehe.,833944785c,neutral,**** IT! I want to see that movie sooo bad.  Don`t tell me anything. hehe.
1962413697,sadness,Squwii,Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,8dd4c2b501,negative,
1962413861,worry,B_Style_P, yes I`m starting to feel the effects of humidity,@keylahtia yes I'm starting to feel the effects of humidity,p1000001989,,
1962414186,worry,larissavoigt,annoyed and overwhelmed,annoyed and overwhelmed,3d1d0de705,negative,annoyed
1962414217,sadness,amber_benson,I wish it would rain...but it won`t,I wish it would rain...but it won't,ab464f70e6,neutral,
1962414241,sadness,McRiddlahpants, dave why why why can`t this happen when I`m not working and can listen?! :::whining big time:::,@RetroRewind dave why why why can't this happen when I'm not working and can listen?! :::whining big time:::,6f5c5840c2,neutral,dave why why why can`t this happen when I`m not working and can listen?! :::whining big time:::
1962414293,sadness,HollywoodMom," Fun idea. But, if we saw how clothing would really look on the slouchy, would we buy? Think not.   People R buying the dream.","@unmarketing Fun idea. But, if we saw how clothing would really look on the slouchy, would we buy? Think not.   People R buying the dream.",p1000001990,,
1962414496,sadness,ladybuggbee,Really sick,Really sick,797aa81fda,negative,
1962414584,worry,crownroyalgal49,never answer me back,never answer me back,8c65580698,negative,never answer me back
1962414723,worry,corij, So sorry to hear about the kiddo!  Hope she feels lots better now that the cast is on,@Alligood So sorry to hear about the kiddo!  Hope she feels lots better now that the cast is on,p1000001991,,
1962414842,neutral,chantellmarie, smh @ playing dress up! lol. I can`t see the vid though... Its not working,@ALauderdale smh @ playing dress up! lol. I can't see the vid though... Its not working,e2abcae593,negative,smh
1962415075,worry,Curlsgalore86,Potluck for danielle taking veggie tray. I will miss her,Potluck for danielle taking veggie tray. I will miss her,c501544be4,negative,
1962415296,neutral,sloantx, it would be so fun.  too much to do.  not enough time or money.,@CowgirlNChaps it would be so fun.  too much to do.  not enough time or money.,168e4275d9,neutral,it would be so fun.  too much to do.  not enough time or money.
1962415555,surprise,Emmy_S,wow i just slept till 2pm..again... good job me,wow i just slept till 2pm..again... good job me,cc632f7caa,positive,good job me
1962416038,sadness,chellseauh,Hes just not that into you,Hes just not that into you,40e7becabf,neutral,Hes just not that into you
1962416051,worry,johnjaworski," I`m game, too bad your leaving HI!","@CoachDeb I'm game, too bad your leaving HI!",ba1a8153da,negative,bad
1962416164,hate,superbeccax,"specially when you`re already burneded. wore mums shoes as well, and now im all blistered. it sucks balls..","specially when you're already burneded. wore mums shoes as well, and now im all blistered. it sucks balls..",cac8586e77,negative,now im all blistered. it sucks balls..
1962416385,worry,mslape, You don`t get them anymore?,@katie84 You don't get them anymore?,0d008b06e5,neutral,You don`t get them anymore?
1962417041,enthusiasm,Aragorn3001,"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.","off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.",913c91b0de,negative,those pages are expensive!   Stupid organizing collection
1962417164,worry,NEEDS82,"California`s budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks","California's budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks",648d9a9381,negative,problems
1962417316,sadness,victoria_csws,"i burned my tongue!  @ workkkkkkkkkkkkkkkkk,","i burned my tongue!  @ workkkkkkkkkkkkkkkkk,",bc3595417d,negative,burned
1962417419,surprise,throwingpunches, did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,@batxcore did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,79e7a9ed8e,neutral,
1962417698,worry,ofallpieces,"  Lupo`s is a bit far for you methinks, luv. They`re an hour out of my way in Providence. I love Providence.","@KissofJudas  Lupo's is a bit far for you methinks, luv. They're an hour out of my way in Providence. I love Providence.",0eb504f6ec,positive,. I love Providence
1962423539,neutral,ginn5j,Site of our first date - Macri`s Deli - closed.  Lunching at favorite local Greek spot - The Trojan Horse - instead.,Site of our first date - Macri's Deli - closed.  Lunching at favorite local Greek spot - The Trojan Horse - instead.,8870e99b89,positive,Lunching at favorite local
1962423727,sadness,arlenevictoria,is soooo hungry right now! Why is it not lunch time!,is soooo hungry right now! Why is it not lunch time!,1969b0c0d6,negative,is soooo hungry right now! Why is it not lunch time!
1962423947,sadness,kuzama,At pool in Orlando got new kicks  going to seaworld tommrow miss my best friend,At pool in Orlando got new kicks  going to seaworld tommrow miss my best friend,e14df90efb,negative,miss my best friend
1962423951,happiness,alexhsimpson,  http://bit.ly/TVERS - ever been here? the night we didnt meet  we ended up here - possibly the best pizza this side of Chicago!,@btocher  http://bit.ly/TVERS - ever been here? the night we didnt meet  we ended up here - possibly the best pizza this side of Chicago!,p1000001992,,
1962424085,sadness,orlandojuice,Being bored is always so much more fun with a companion. Missing my bff alreadyyyy!!!!,Being bored is always so much more fun with a companion. Missing my bff alreadyyyy!!!!,5be74ce986,neutral,Being bored is always so much more fun with a companion. Missing my bff alreadyyyy!!!!
1962424584,worry,MaryanneAllan,"Yay, it`s friday and boo i`m so broke i have no dosh","Yay, it's friday and boo i'm so broke i have no dosh",p1000001993,,
1962424799,relief,DeeWis,"  ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home","@DerrenLitten  ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home",6327cee322,neutral,"ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home"
1962424959,sadness,kidfromlis,i made an okay rap mix   i couldnt have the stuff i wanted  im getting ready to leave,i made an okay rap mix   i couldnt have the stuff i wanted  im getting ready to leave,p1000001994,,
1962425168,sadness,Rosey22,jus skinned my knee. Wat am i 6!?!?! Hurts lyke hell tho. Its always tha little ones that hurt tha most.,jus skinned my knee. Wat am i 6!?!?! Hurts lyke hell tho. Its always tha little ones that hurt tha most.,23b847869b,negative,Hurts
1962425346,sadness,shajakkyr1,I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet,I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet,babe8ab5bf,negative,I am so sad...
1962425497,love,Sim_34,I just need to go to the bank,I just need to go to the bank,102384b03c,neutral,
1962425547,happiness,andyflisher,"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central","3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central",8af4ec0ac0,neutral,"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central"
1962425691,happiness,amy__xx, i want more,@isacullen i want more,p1000001995,,
1962426428,neutral,LadyKira, ~acai emails~yes tons of them..,@caseywright ~acai emails~yes tons of them..,p1000001996,,
1962426554,worry,troynathan, oh no your sick! I`m feeling kinda sick too  and I`m hating this overcast weather!,@onchmovement oh no your sick! I'm feeling kinda sick too  and I'm hating this overcast weather!,85f7905304,negative,m hating
1962426943,worry,C_Alley, why no FF for me?,@evylove why no FF for me?,p1000001997,,
1962427201,worry,Chopstyx," Sorry to hear about your dude probs, what is it that`s too much?","@MamaGaea Sorry to hear about your dude probs, what is it that's too much?",094e0509ad,negative,
1962427965,worry,Jersey_Boy,Gonna have to have arthroscopy to repair my knee,Gonna have to have arthroscopy to repair my knee,86468dc721,negative,repair
1962428334,worry,Nicole2112," yeah - stomach bug or something. Fever, etc. Not fun.","@melissa0616 yeah - stomach bug or something. Fever, etc. Not fun.",b867858e93,negative,Not fun.
1962428661,sadness,NikRou,"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!","I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!",8cdaa4f6d8,negative,
1962428802,worry,TheEngTeacher, Aniya666 yours wasn`t there,@PinkBerryGirl Aniya666 yours wasn't there,16f3731388,neutral,Aniya666 yours wasn`t there
1962429047,worry,oaingram,Another interview... Please somebody hire me?! But I`m late,Another interview... Please somebody hire me?! But I'm late,07a3c001a2,negative,Please somebody hire me?!
1962431110,worry,lomara,"Sigh. My metal friends keep planning stuff on Sunday afternoons, when I`m at work. Feeling like I`m losing touch with them","Sigh. My metal friends keep planning stuff on Sunday afternoons, when I'm at work. Feeling like I'm losing touch with them",cf88251a43,negative,losing
1962431979,neutral,kenziekhaotic, He he i wish i could go to the gym,@imalexevans He he i wish i could go to the gym,p1000001998,,
1962432013,surprise,cagmanthing, I wish.,@xchikax I wish.,6f3ca88a83,neutral,I wish.
1962432062,sadness,Garythetwit,my life is sad..just had reminder go off on my phone to recharge toothbrush!,my life is sad..just had reminder go off on my phone to recharge toothbrush!,p1000001999,,
1962432165,sadness,JBnVFCLover786,Now I`m depressed again..ugh!!! HELP!!!,Now I'm depressed again..ugh!!! HELP!!!,bc7b967aea,negative,
1962432267,hate,Elizabeth_Wade,Well its a good thing ``march`` wasnt very long and i didnt like it...cuz its deleted. Ugh,Well its a good thing ''march'' wasnt very long and i didnt like it...cuz its deleted. Ugh,59292a9e79,neutral,Well its a good thing ``march`` wasnt very long and i didnt like it...cuz its deleted. Ugh
1962432422,surprise,KnightGrl,"_PingPong Oh, so no male strippers then?  LMAO","@DEWz_PingPong Oh, so no male strippers then?  LMAO",a3cfe5a616,negative,"Oh, so no male strippers then?  LMAO"
1962432734,worry,melissabaloney,the low point: a poor pigeon outside my building isn`t capable of flying. It`s just wandering up and down the sidewalk. so sad,the low point: a poor pigeon outside my building isn't capable of flying. It's just wandering up and down the sidewalk. so sad,419017abe3,negative,a poor pigeon
1962432861,neutral,SarahHoughtron," weird trigger. You should definitely ask him about them on monday, dude...  ****.","@jackieamodeo weird trigger. You should definitely ask him about them on monday, dude...  shitty.",7bb43eca18,negative,weird
1962433488,worry,CreativityDen, I can`t wait that long,@NETTUTS I can't wait that long,4e88c60cbc,neutral,I can`t wait that long
1962433581,sadness,jija21, no money no honey! hehe too soon  sorry,@jpaola no money no honey! hehe too soon  sorry,1442cbc18f,neutral,no money no honey! hehe too soon  sorry
1962433672,fun,richardwnewton, - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific,@jpl1953 - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific,bb946cb35b,negative,problem
1962434103,neutral,LightConceptsPR,one last stop in Chicago before going back to Miami,one last stop in Chicago before going back to Miami,a5dd88e233,neutral,one last stop in Chicago before going back to Miami
1962434172,sadness,lady_monet, You are sooo lucky. My fiance is away w/the Marine Corps...haven`t even seen him yet!,@ShaniquaDenise You are sooo lucky. My fiance is away w/the Marine Corps...haven't even seen him yet!,7d32d4866a,positive,
1962434379,sadness,xmeganreneex,not looking forward to driving in this storm.,not looking forward to driving in this storm.,52d7fcfd39,negative,
1962434455,surprise,sally_ann," yeah. She`s screwed. $3000 in new tires, new turbo, and maint, paid it off, and now she`ll get almost nothing.","@JermSorensen yeah. She's screwed. $3000 in new tires, new turbo, and maint, paid it off, and now she'll get almost nothing.",p1000002000,,
1962434705,sadness,xkatess,i don`t like being sick when the guidance counsellor is supposed to take me + 35 other kids out of school for bowling & pizza,i don't like being sick when the guidance counsellor is supposed to take me + 35 other kids out of school for bowling &amp; pizza,a36f2a5b64,negative,i don`t like being sick
1962434989,worry,xjettdisregardX,why did Reel big fish cover Edna`s goldfish,why did Reel big fish cover Edna's goldfish,2315a43aab,neutral,why did Reel big fish cover Edna`s goldfish
1962435498,worry,mamm1,is putting on her 'suit' (&dont mean jeans&T)&Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!,is putting on her &quot;suit&quot; (&amp;dont mean jeans&amp;T)&amp;Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!,6711eacdd3,neutral,is putting on her 'suit' (&dont mean jeans&T)&Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!
1962435751,surprise,puffyman,wow their is no pancake mix,wow their is no pancake mix,d8209d4314,neutral,wow their is no pancake mix
1962435801,sadness,KatieKkkk,_ yeah sorry i was busy last night  ill try and go next week!,@xnicoleex_ yeah sorry i was busy last night  ill try and go next week!,27ee482d09,negative,sorry i was busy last night
1962436364,surprise,sarahsosincere," Hey, that link didn`t work for me","@hank1914 Hey, that link didn't work for me",8133673ed9,negative,"Hey, that link didn`t work for me"
1962436691,love,davekellygalaxy,Am in the mix on the Galaxy weekend! Love(d) my Friday show! Sweet! Make the most of this one if your listening,Am in the mix on the Galaxy weekend! Love(d) my Friday show! Sweet! Make the most of this one if your listening,p1000002001,,
1962436716,hate,danielknibbs,I so hate riding the bus. 1) It`s a **** sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??,I so hate riding the bus. 1) It's a damn sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??,p1000002002,,
1962436830,sadness,emoducks,**** back home in tallcree (rez)  now i cant see my boyfriend,shit back home in tallcree (rez)  now i cant see my boyfriend,5759558ce2,negative,****
1962437101,sadness,ashaazaaa,I just cried whilst watching hollyoaks  .. i need a life! lol,I just cried whilst watching hollyoaks  .. i need a life! lol,c31d79c440,negative,
1962437180,worry,Pace_Collett,Somebody accidentely sleep for 3 hours instead of 2 and now I can`t hang out  WORK BLOWS! sorry _jones20 and ,Somebody accidentely sleep for 3 hours instead of 2 and now I can't hang out  WORK BLOWS! sorry @andrew_jones20 and @schmidtfaced,e1df6bc97b,negative,sorry
1962437552,neutral,Elfir,Transition time is over; tonight I work night shift. I woke up at 1330.,Transition time is over; tonight I work night shift. I woke up at 1330.,a7af432585,neutral,
1962438708,worry,meg_la_mania,_Jo my mask is non-existent at the mo  Charis didn`t send me one & I haven`t been bothered to make one! I`m wearing boy clothes!,@Twisted_Jo my mask is non-existent at the mo  Charis didn't send me one &amp; I haven't been bothered to make one! I'm wearing boy clothes!,6feeed89d9,positive,bothered
1962438716,love,mlo4a,"http://bit.ly/6Jo0v  HOW GENIUS!! He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men","http://bit.ly/6Jo0v  HOW GENIUS!! He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men",a545854bf7,positive,"He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men"
1962439030,sadness,philcanty, I would if I wasn`t working today.,@itsonlytuesday I would if I wasn't working today.,dd69cd1e12,neutral,I would if I wasn`t working today.
1962439074,worry,tonyfan14,That poor goose.,That poor goose.,c16832facb,negative,That poor goose.
1962439166,happiness,alltimeemma," i`m getting them this weekend. aw, i really want you to!","@tashababyyy i'm getting them this weekend. aw, i really want you to!",p1000002003,,
1962441227,love,tacoman667," I need to move to NY, SanFran, or Seattle to get worth-a-**** internet speeds","@cocoacast I need to move to NY, SanFran, or Seattle to get worth-a-crap internet speeds",50ecadfd40,neutral,"I need to move to NY, SanFran, or Seattle to get worth-a-**** internet speeds"
1962441337,worry,cckarl,Head is throbbing from lack of sleep and still have mucho work. Doesn`t feel like a Friday,Head is throbbing from lack of sleep and still have mucho work. Doesn't feel like a Friday,84b16930d0,negative,Head is throbbing from lack of sleep
1962441410,happiness,pogsperalta,1 week and 1 one day to go.,1 week and 1 one day to go.,f7bd9f704a,neutral,1 week and 1 one day to go.
1962442616,relief,favorwarehouse,Just got back from lunch and feeling more like a nap is in order than work  But I will press on!,Just got back from lunch and feeling more like a nap is in order than work  But I will press on!,d123dccf52,neutral,Just got back from lunch and feeling more like a nap is in order than work  But I will press on!
1962442929,sadness,ecbrooks," We can miss our babies together, haha. I`m dreading taking him to the kennel.","@Skewp420 We can miss our babies together, haha. I'm dreading taking him to the kennel.",p1000002004,,
1962443093,neutral,kksoutherland93,at work booo....,at work booo....,8d484d4f89,negative,booo..
1962449458,sadness,RealPoshMom, What?! You have to be kidding me - it`s an AZ landmark! This kinda news makes me sad,@melissaha What?! You have to be kidding me - it's an AZ landmark! This kinda news makes me sad,p1000002005,,
1962449786,worry,lisa_otto,   Woot! lol  It`s gonna be hard to send this one back,@geektoad   Woot! lol  It's gonna be hard to send this one back,0216f668c9,neutral,Woot! lol  It`s gonna be hard to send this one ba
1962449865,sadness,kh_14,_benson It`s raining where I am. I wish it wasn`t.,@amber_benson It's raining where I am. I wish it wasn't.,e546548dc7,neutral,It`s raining where I am. I wish it wasn`t.
1962450075,neutral,itsonlytuesday,,@philcanty,p1000002006,neutral,
1962450158,neutral,acogswell,I ate too many kisses.,I ate too many kisses.,88c7658eb5,negative,
1962450346,relief,x_raven_o,i`m soooooo sleeeeepy!!! the last day o` school was today....sniffle....,i'm soooooo sleeeeepy!!! the last day o' school was today....sniffle....,4b61dffbeb,negative,soooooo sleeeeepy!!!
1962450440,worry,kels450, i dunno..tipsy gave EVERYTHING in the 1st set and still lost..not sure what mental state he was in - but the injury was bad timing,@c0v89 i dunno..tipsy gave EVERYTHING in the 1st set and still lost..not sure what mental state he was in - but the injury was bad timing,p1000002007,,
1962450660,hate,CMac715,have to return my sideways. **** meds and bills.,have to return my sideways. fuck meds and bills.,ca047873ea,negative,****
1962451136,empty,imafanatic," Aw, that stinks, I`m sorry.","@FairyChica78 Aw, that stinks, I'm sorry.",bf95b25f9d,negative,
1962451312,worry,GiuliaDaSilva,less than 1 month and im done with high school... ohh my!  my friends,less than 1 month and im done with high school... ohh my!  my friends,p1000002008,,
1962452001,neutral,spacelamb,_benson It`s been raining here for 3 days,@amber_benson It's been raining here for 3 days,p1000002009,,
1962452095,neutral,marleneluuser,im in stats and I`m bored and tireed,im in stats and I'm bored and tireed,p1000002010,,
1962452217,sadness,AlyYvonneG,whew how did i end up going from mugglespace apps to youtube??? haha its just one of those days i guess. i really hate being ill,whew how did i end up going from mugglespace apps to youtube??? haha its just one of those days i guess. i really hate being ill,p1000002011,,
1962452818,sadness,elCAPTAIN2010,Ready for this saddenning depressing dullful upsetting dreadful weekend.,Ready for this saddenning depressing dullful upsetting dreadful weekend.,9d8a45d308,negative,
1962452866,worry,arthabaska," ohhh ok. so like, it`s more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn`t unlock it","@xolotl ohhh ok. so like, it's more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn't unlock it",7412052774,negative,frustrating?
1962453670,surprise,cirian75,", awe, me in work, no BBQ for moi this weekend","@xiannic, awe, me in work, no BBQ for moi this weekend",cc1fb77b34,neutral,", awe, me in work, no BBQ for moi this weekend"
1962453784,sadness,White_WillSmith,Doing dishes...i miss my kitchen team,Doing dishes...i miss my kitchen team,22923fc15d,negative,miss
1962454206,sadness,krzimmer, Darn. No bacon,@Victoryhawk Darn. No bacon,46f6f3b275,negative,Darn.
1962454264,worry,happyparrot,8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA,8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA,f416e179c8,negative,sad
1962454365,worry,addamh, man i wish i still lived near a drive in  perfect movie experience,@russfischer man i wish i still lived near a drive in  perfect movie experience,p1000002012,,
1962454449,worry,vinniexoxo,Sitting in boring **** litterature listening to jack Johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.,Sitting in boring ass litterature listening to jack Johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.,6481f64f52,negative,missing the gf soooooooooooooooooooooooooooooooooooo much.
1962454644,worry,HelloKitty831,has a terrible headache.  I need relief!,has a terrible headache.  I need relief!,9d30f19fe0,negative,terrible
1962454702,sadness,itzT,waaa the octo drive and i can`t go for it,waaa the octo drive and i can't go for it,6899e9aa17,negative,waaa th
1962454727,worry,AshMcKitt,"sooo tired, I wish I had time for a nap before work","sooo tired, I wish I had time for a nap before work",a3406231ff,negative,"sooo tired,"
1962454924,worry,thepiratecook,Day 7 without shower. No end in sight. There is stuff between my toes.,Day 7 without shower. No end in sight. There is stuff between my toes.,d16e0cd77e,neutral,Day 7 without shower. No end in sight. There is stuff between my toes.
1962455054,worry,AvolynFisher, what happened to winston?,@JordanOhlin what happened to winston?,p1000002013,,
1962455477,neutral,sassenach," I know, but considering I`ve bought a lot of new yarn recently, I think it`s necessary this time.","@MissCritta I know, but considering I've bought a lot of new yarn recently, I think it's necessary this time.",b5e4c9dc03,neutral,"I know, but considering I`ve bought a lot of new yarn recently, I think it`s necessary this time."
1962455747,worry,DominiqueWT,Missed my massage appointment..... Now Its 2maro   I needed it,Missed my massage appointment..... Now Its 2maro   I needed it,p1000002014,,
1962456006,worry,Haydeenn, URGHHHHHHHHHH your makeing me cry,@Peeperrzz URGHHHHHHHHHH your makeing me cry,82369ff2a2,negative,
1962456132,neutral,SeviDesigns," I so agree with you we have been married for 7 yrs, and this is our 6th move  BLAH!!!","@AboveAllFabric I so agree with you we have been married for 7 yrs, and this is our 6th move  BLAH!!!",cadc4713d8,negative,BLAH!!!
1962456173,worry,tuwabvb, My closet situation is close to the same.  Except it`s not closet located near NYC.,@AnonymousNY My closet situation is close to the same.  Except it's not closet located near NYC.,p1000002015,,
1962456390,sadness,Eladar,ah **** ... my chest hurts now,ah shit ... my chest hurts now,8363ae25ca,negative,ah **** ... my chest hurts now
1962457063,fun,ElliotTucker," I`m thinking of a dawn shot of Carlingford Lough, the sun will be in the right place this time of year. involves an early rise tho","@filos I'm thinking of a dawn shot of Carlingford Lough, the sun will be in the right place this time of year. involves an early rise tho",c2986901c5,neutral,"I`m thinking of a dawn shot of Carlingford Lough, the sun will be in the right place this time of year. involves an early rise tho"
1962457423,worry,DaniellePete,"Schoool needs to end, Work tonight 4 to 8  hittt me up after <3","Schoool needs to end, Work tonight 4 to 8  hittt me up after &lt;3",db5677d6d7,neutral,"Schoool needs to end, Work tonight 4 to 8  hittt me up after <3"
1962457806,worry,pianofortay,**** traffic. Going to be late!,Fuck traffic. Going to be late!,2de0d81220,negative,****
1962457967,worry,luvnbeauty,@ work....boyz make me sick..,@ work....boyz make me sick..,48135ccef9,negative,sick..
1962457996,hate,maximumflame12,Hates having broken wrist and has PE next ugh,Hates having broken wrist and has PE next ugh,1a38bc0602,negative,
1962458004,surprise,jesus03,I was gonna get off at 230 2day. Just found out I`m stayin til 630,I was gonna get off at 230 2day. Just found out I'm stayin til 630,cd3dc4adf6,negative,I`m stayin til 630
1962458252,neutral,brijesh,Got a deadline to meet!!! No TGIF for me,Got a deadline to meet!!! No TGIF for me,35987ef851,negative,Got a deadline to meet!!!
1962458265,sadness,SimplyModernWed,RAIN why must you come 'after' I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,RAIN why must you come &quot;after&quot; I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,8501ab8104,neutral,RAIN why must you come 'after' I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!
1962458576,empty,LibbyLongneck, Why?,@emuhleepee Why?,06a28a5f3e,neutral,Why?
1962458792,sadness,simplyKii,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!,a66f43ec7e,negative,sukks
1962458835,neutral,erica_gen1,Great lunch at baby bulls.  Now time for work til 930.,Great lunch at baby bulls.  Now time for work til 930.,77d1f29eb9,positive,Great
1962458873,fun,SmilinNursAnnie,HELP!!! I think  is crazy funny and can`t give him favrd stars  Please help me get him UNBLOCKED from favrd so I can star him,HELP!!! I think @benmarvin is crazy funny and can't give him favrd stars  Please help me get him UNBLOCKED from favrd so I can star him,p1000002016,,
1962458885,surprise,mandydoucet,"Not enough pizza ordered, so I didn`t get any. And it was Pizza Delight too!","Not enough pizza ordered, so I didn't get any. And it was Pizza Delight too!",1ff5819a2b,neutral,"Not enough pizza ordered, so I didn`t get any. And it was Pizza Delight too!"
1962459604,worry,joyfulhannah,still hoping for a job... but now i have strep so looks like i wont be looking around places for the next couple of days,still hoping for a job... but now i have strep so looks like i wont be looking around places for the next couple of days,f5c7428d86,negative,strep
1962459808,love,chennysherm13, i think  missed me tooo,@raZeiger i think @taylorswift13 missed me tooo,856bbcf3fd,negative,i think  missed me tooo
1962460120,surprise,butterfly31972,Yay! The playdate is back on but my van`s transmission is  dead,Yay! The playdate is back on but my van's transmission is  dead,3475c410b1,neutral,Yay! The playdate is back on but my van`s transmission is  dead
1962460261,hate,LiciBaby07,"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY.","I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY.",1a9f58d9f9,neutral,"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY."
1962460286,hate,bri_judith202,So bored in chem n im super hungry! Ugh,So bored in chem n im super hungry! Ugh,1c66a422b6,negative,So bored in chem n im super hungry! Ugh
1962460386,worry,imapuffin,"My GCSE and A Level work is at least 50x better than my degree work. Oh Uni, what did you do to me?","My GCSE and A Level work is at least 50x better than my degree work. Oh Uni, what did you do to me?",p1000002017,,
1962460522,sadness,JavaUp,Cancelling my JavaOne  http://ff.im/3nzTH,Cancelling my JavaOne  http://ff.im/3nzTH,306fb633c9,negative,Cancelling my JavaOn
1962461042,relief,xXKatieRawrXx," I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.","@srslyjustsayin I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.",c97b52ace6,negative,stalkerishly
1962461192,boredom,sophiaamundayyx,bored. tired got headache,bored. tired got headache,a3a3cec35f,negative,tired
1962462133,love,ChristiKidd, this picture made me cry  lol http://www.twitpic.com/671w1,@CRISCOKIDD this picture made me cry  lol http://www.twitpic.com/671w1,80db97bacc,negative,
1962462559,sadness,nandana,Spring cleaning for http://milliontreesnyc.org tomorrow. But the park I want to go clean is not accessible by public transportation.,Spring cleaning for http://milliontreesnyc.org tomorrow. But the park I want to go clean is not accessible by public transportation.,p1000002018,,
1962462586,sadness,TashaWong,says misses my cousins so badly!!!  http://plurk.com/p/x2bha,says misses my cousins so badly!!!  http://plurk.com/p/x2bha,42f7f6aae7,negative,misses my cousins so badly!!
1962462975,neutral,ShelbertSarg,"Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!","Going to clean my room but thats not hard. i keep my room pretty clean really....anyway, i could still be doing better things!!!!",27bf96d1b5,neutral,
1962463307,sadness,SunnyGrims, You don`t reply to none of your fans ... I don`t know what trust,@RobertsEmma You don't reply to none of your fans ... I don't know what trust,ebe56c3fab,negative,You don`t reply to none of your fans ... I don`t know what trust
1962463416,empty,BonesFan021,  are you not well?,@Bookwormlady2  are you not well?,67fa513bbf,neutral,are you not well?
1962463620,relief,maydaycaptain, Have fun at the show tonight... wish I could be there,@tsa4string Have fun at the show tonight... wish I could be there,34356c8e4e,positive,fun
1962463651,neutral,shawnee_dj,"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl","lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl",5008199470,neutral,"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is"
1962463660,relief,mizz_dhania,"Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?","Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?",354393833c,neutral,"Finally home! Tp tetep, kurang 3BT buat shooting kamis nih! Huaaaa, stress gila! Syapa lg ya?"
1962464446,empty,ditzen,,@kimberMuffin,p1000002019,neutral,
